1	1	1
0.999711354	0.999889209	0.999851076
0.998846905	0.999556968	0.999404601
0.997411056	0.999003509	0.998661304
0.995411155	0.998229295	0.997622575
0.992857332	0.997234922	0.996290202
0.989762595	0.996021185	0.994666567
0.986142436	0.994589076	0.992754551
0.982015028	0.992939689	0.990557464
0.977400794	0.991074346	0.988079179
0.972322377	0.988994538	0.985324065
0.966804502	0.98670192	0.982296888
0.960873651	0.984198246	0.979002913
0.954557895	0.981485535	0.975447832
0.947886726	0.978565905	0.971637769
0.940890732	0.975441642	0.967579245
0.933601523	0.972115161	0.963279146
0.926051274	0.96858911	0.95874472
0.918272691	0.96486617	0.953983648
0.910298676	0.960949288	0.949003807
0.902162099	0.956841443	0.943813472
0.893895631	0.952545813	0.938421119
0.88553148	0.948065674	0.932835584
0.877101225	0.943404469	0.927065839
0.868635584	0.938565773	0.921121086
0.860164316	0.933553194	0.915010758
0.851715988	0.928370506	0.908744422
0.843317809	0.923021682	0.902331711
0.834995664	0.917510626	0.895782489
0.826773784	0.911841476	0.88910662
0.81867481	0.906018438	0.882314068
0.810719729	0.90004578	0.875414796
0.80292764	0.893927838	0.868418802
0.795315955	0.887669083	0.861336081
0.787900232	0.881274048	0.854176597
0.780694141	0.874747269	0.846950215
0.773709599	0.868093446	0.839666766
0.766956703	0.861317279	0.832335948
0.76044386	0.854423535	0.824967362
0.75417769	0.847416981	0.817570473
0.748163158	0.840302483	0.810154551
0.742403774	0.833084972	0.802728732
0.736901456	0.825769282	0.795301887
0.731656769	0.818360444	0.787882721
0.726668884	0.810863323	0.780479775
0.721935915	0.803282953	0.773101225
0.717454717	0.795624263	0.765755048
0.713221185	0.787892287	0.758449024
0.709230354	0.780091989	0.7511905
0.705476332	0.772228335	0.743986693
0.701952598	0.764306289	0.736844422
0.698652069	0.756330751	0.729770275
0.695567064	0.74830672	0.72277044
0.692689507	0.740239027	0.715850877
0.690011023	0.732132539	0.70901718
0.687522973	0.723992089	0.702274644
0.685216518	0.715822443	0.695628236
0.683082754	0.707628335	0.689082555
0.681112744	0.699414499	0.682641907
0.67929755	0.691185468	0.676310295
0.677628401	0.682945879	0.67009136
0.676096557	0.674700232	0.663988414
0.674693512	0.666452963	0.658004502
0.673410957	0.658208408	0.652142304
0.672240881	0.649970904	0.646404237
0.671175505	0.641744654	0.640792354
0.670207315	0.633533797	0.635308474
0.669329163	0.625342403	0.629954055
0.668534227	0.617174446	0.624730354
0.667816021	0.609033764	0.619638299
0.667168355	0.600924197	0.61467855
0.666585435	0.592849421	0.609851539
0.666061768	0.584813042	0.605157431
0.665592254	0.57681857	0.600596193
0.665172062	0.568869414	0.596167461
0.664796756	0.560968851	0.591870804
0.664462165	0.553120126	0.587705429
0.664164416	0.545326316	0.58367044
0.663899967	0.537590401	0.57976478
0.663665508	0.52991526	0.575987123
0.66345806	0.522303707	0.572336015
0.663274843	0.514758391	0.568809897
0.66311334	0.50728186	0.565407018
0.662971202	0.49987663	0.562125521
0.662846375	0.492544985	0.55896339
0.662736941	0.485289176	0.555918537
0.662641145	0.478111321	0.552988745
0.662557531	0.471013472	0.550171698
0.662484608	0.463997517	0.547465078
0.662421119	0.457065243	0.544866402
0.662366005	0.450218405	0.542373155
